PMID,Biobank,Year,Title,population_stratification_mentioned,population_stratification_confidence,population_stratification_severity,population_stratification_mesh,population_stratification_keywords,batch_effects_mentioned,batch_effects_confidence,batch_effects_severity,batch_effects_mesh,batch_effects_keywords,missing_data_mentioned,missing_data_confidence,missing_data_severity,missing_data_mesh,missing_data_keywords,sampling_bias_mentioned,sampling_bias_confidence,sampling_bias_severity,sampling_bias_mesh,sampling_bias_keywords,technical_variation_mentioned,technical_variation_confidence,technical_variation_severity,technical_variation_mesh,technical_variation_keywords
37425302,FinnGen,2023,Gut microbiota and atopic dermatitis: a two-sample Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,1,0.3333333333333333,mentioned,0,diversity,0,0.0,none,0,
37848354,FinnGen,2023,Novel Finnish-enriched variants causing severe hypercholesterolemia and their clinical impact on coronary artery disease.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37605959,FinnGen,2024,The relationship between sex hormone-binding protein and non-alcoholic fatty liver disease using Mendelian randomisation.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37143736,FinnGen,2023,Genetically predicted alterations in thyroid function are associated with the risk of benign prostatic disease.,1,0.3333333333333333,medium,0,genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37275161,FinnGen,2023,Causal relationship in gut microbiota and upper urinary urolithiasis using Mendelian randomization.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37516996,FinnGen,2023,Genetic variation in solute carrier family 5 member 2 mimicking sodium-glucose co-transporter 2-inhibition and risk of cardiovascular disease and all-cause mortality: reduced risk not explained by lower plasma glucose.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37980884,FinnGen,2024,Gastroesophageal Reflux Disease and Rhinosinusitis: A Bidirectional Mendelian Randomization Study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37689221,FinnGen,2023,Causality of Diabetic Nephropathy and Age-Related Macular Degeneration: A Mendelian Randomization Study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37419095,FinnGen,2023,Response to Li and Hopper.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37324625,FinnGen,2023,A causal relationship between irritability and cardiovascular diseases: a Mendelian randomization study.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37592069,FinnGen,2023,Environmental and occupational risk factors for COPD and its prevalence among miners worldwide: a Mendelian randomization and meta-analysis study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36902778,FinnGen,2023,Genetic Association between the Levels of Plasma Lipids and the Risk of Aortic Aneurysm and Aortic Dissection: A Two-Sample Mendelian Randomization Study.,1,0.3333333333333333,low,0,genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37799337,FinnGen,2023,Association between gut microbiota and benign prostatic hyperplasia: a two-sample mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38205353,FinnGen,2023,Improving Polygenic Risk Scores for Coronary Artery Disease: What Helps and by How Much?,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37363097,FinnGen,2023,"Genetically predicted hypertension, antihypertensive drugs, and risk of erectile dysfunction: a Mendelian randomization study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37035310,FinnGen,2023,Genetically predicted green tea intake and the risk of arterial embolism and thrombosis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37881804,FinnGen,2023,The causality between obstructive sleep apnea and ventricular structure and function: a bidirectional Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37008911,FinnGen,2023,"The role of plasma cortisol in dementia, epilepsy, and multiple sclerosis: A Mendelian randomization study.",0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37300787,FinnGen,2023,Correlation between obstructive sleep apnea and cerebral small vessel disease: a mendelian randomization study.,1,1.0,medium,1,ancestry|european ancestry|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37815300,FinnGen,2024,Visceral and ectopic fat are more predictively associated with primary liver cancer than overall obesity from genetic sights: A Mendelian randomization study.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38260009,FinnGen,2023,Non-alcoholic fatty liver disease causally affects the brain cortical structure: a Mendelian randomization study.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37424857,FinnGen,2023,Association between gut microbiota and primary ovarian insufficiency: a bidirectional two-sample Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37951389,FinnGen,2024,Causal Association between Tea Intake and Acute Cerebrovascular Events: A Multivariate Mendelian Randomized Study in European Populations.,1,1.0,medium,1,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37612215,FinnGen,2024,Investigation of the causal relationship between Interleukin-6 signaling and gastrointestinal tract cancers: A Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38188872,FinnGen,2023,Sodium intake and the risk of various types of cardiovascular diseases: a Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37829443,FinnGen,2023,Association between gut microbiota and endometriosis: a two-sample Mendelian randomization study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37777755,FinnGen,2023,KIF15 missense variant is associated with the early onset of idiopathic pulmonary fibrosis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37704630,FinnGen,2023,Quantifying the causal impact of biological risk factors on healthcare costs.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37915857,FinnGen,2023,Association between gut microbiota and sensorineural hearing loss: a Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36384228,FinnGen,2023,Genetic Predisposition of Both Waist Circumference and Hip Circumference Increased the Risk of Venous Thromboembolism.,1,1.0,high,1,ancestry|european ancestry|confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37581757,FinnGen,2023,Association between alcohol and urolithiasis: a mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37505304,FinnGen,2024,Immune-mediated inflammatory diseases and the risk of valvular heart disease: a Mendelian randomization study.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36866422,FinnGen,2023,Apparent treatment-resistant hypertension associated lifetime cardiovascular risk in a longitudinal national registry.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37659917,FinnGen,2024,Mendelian randomization analysis reveals causality of inflammatory bowel disease on risks of Henoch-Schönlein purpura and immune thrombocytopenia.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37849761,FinnGen,2023,Causality of occupational exposure on rheumatoid arthritis and ankylosing spondylitis: a two-sample mendelian randomization study.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37771754,FinnGen,2023,BMI and plasma lipid levels with risk of proliferative diabetic retinopathy: a univariable and multivariable Mendelian randomization study.,1,1.0,medium,0,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36949158,FinnGen,2023,A genome-wide association study identifies a possible role for cannabinoid signalling in the pathogenesis of diabetic kidney disease.,1,1.0,medium,1,ethnic|ethnicity|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37548289,FinnGen,2023,Genetically predicted childhood body mass index and lung cancer susceptibility: A two-sample Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36018815,FinnGen,2023,Large registry-based analysis of genetic predisposition to tuberculosis identifies genetic risk factors at HLA.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37543542,FinnGen,2023,Genetically predicted thyroid function and risk of colorectal cancer: a bidirectional Mendelian randomization study.,1,0.3333333333333333,mentioned,0,genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37848822,FinnGen,2023,Association between gut microbiota and influenza: a bidirectional two-sample mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37807832,FinnGen,2024,The effect of metformin on urate metabolism: Findings from observational and Mendelian randomization analyses.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37333302,FinnGen,2023,Evaluating causal associations of chronotype with pregnancy and perinatal outcomes and its interactions with insomnia and sleep duration: a Mendelian randomization study.,1,0.6666666666666666,mentioned,0,ancestry|european ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37950180,FinnGen,2023,Causal effect between gut microbiota and pancreatic cancer: a two-sample Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37782172,FinnGen,2023,TNF inhibitors associated with cardiovascular diseases and cardiometabolic risk factors: a Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37223029,FinnGen,2023,Mendelian randomization indicates a causal contribution of type 2 diabetes to retinal vein occlusion.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38106475,FinnGen,2023,Association between gut microbiota and NAFLD/NASH: a bidirectional two-sample Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36899398,FinnGen,2023,Testing relationship between tea intake and the risk of rheumatoid arthritis and systemic lupus erythematosus: a Mendelian randomization study.,1,1.0,high,1,gwas|genetic association|confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36747004,FinnGen,2023,The FinnGen study: disease insights from a 'bottlenecked' population.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37020515,FinnGen,2023,Twenty-three medication-taking traits and stroke: A comprehensive Mendelian randomization study.,1,0.6666666666666666,medium,0,race|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37081554,FinnGen,2023,Causal effects of modifiable risk factors on kidney stones: a bidirectional mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37973425,FinnGen,2024,Association between circulating biomarkers and non-alcoholic fatty liver disease: An integrative Mendelian randomization study of European ancestry.,1,0.6666666666666666,low,1,ancestry|european ancestry,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37287440,FinnGen,2023,"Causal relationship between gastroesophageal reflux disease, Barrett's esophagus, and epilepsy: A bidirectional Mendelian randomization study.",0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36302037,FinnGen,2023,Causal relationships of excessive daytime napping with atherosclerosis and cardiovascular diseases: a Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36713081,FinnGen,2023,Genetically determined serum bilirubin level and the risk of heart failure: A mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37484661,FinnGen,2023,Associations between attention-deficit/hyperactivity disorder and allergic diseases: a two-sample Mendelian randomization study.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36040623,FinnGen,2023,Causal relationship of sugar-sweetened and sweet beverages with colorectal cancer: a Mendelian randomization study.,1,0.6666666666666666,high,1,gwas|confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37876873,FinnGen,2023,Gut microbiota causally affects cholelithiasis: a two-sample Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37130759,FinnGen,2023,Polymorphic variants involved in methylation regulation: a strategy to discover risk loci for pancreatic ductal adenocarcinoma.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37213626,FinnGen,2023,Type 2 diabetes and the risk of synovitis-tenosynovitis: a two-sample Mendelian randomization study.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37074353,FinnGen,2023,Childhood obesity and hypertension in pregnancy: a two-sample Mendelian randomization analysis.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38014089,FinnGen,2023,Genome-wide association study analysis of disease severity in Acne reveals novel biological insights.,1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38225945,FinnGen,2024,Novel insights into the complex interplay of immune dysregulation and inflammatory biomarkers in preeclampsia and fetal growth restriction: A two-step Mendelian randomization analysis.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38029073,FinnGen,2023,Effects of gut microbiota on prostatic cancer: a two-sample Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37840162,FinnGen,2023,[Obstructive sleep apnea and type 2 diabetes: a bidirectional Mendelian randomization study].,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38152136,FinnGen,2023,Assessing causal associations of hyperparathyroidism with blood counts and biochemical indicators: a Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36742400,FinnGen,2023,The association of alanine aminotransferase and diabetic microvascular complications: A Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38125500,FinnGen,2023,Gut microbiota and risk of polycystic ovary syndrome: Insights from Mendelian randomization.,1,0.6666666666666666,mentioned,0,race|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37600718,FinnGen,2023,Univariable and multivariable Mendelian randomization investigating the effects of telomere length on the risk of adverse pregnancy outcomes.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,quality control
36653534,FinnGen,2023,Genetic analyses implicate complex links between adult testosterone levels and health and disease.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37809092,FinnGen,2023,Potential drug targets for asthma identified in the plasma and brain through Mendelian randomization analysis.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37580794,FinnGen,2023,Gut microbiota and intervertebral disc degeneration: a bidirectional two-sample Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,1,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,1,
37559547,FinnGen,2023,Visceral adipose tissue and risk of nonalcoholic fatty liver disease: A Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37228614,FinnGen,2023,"Association between inflammatory bowel disease and interleukins, chemokines: a two-sample bidirectional mendelian randomization study.",0,0.0,none,1,,0,0.0,none,1,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,1,
36911941,FinnGen,2023,The Associations Between Cataracts and Alzheimer's Disease: A Bidirectional Two-Sample Mendelian Randomization Study.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36896238,FinnGen,2023,Type 2 diabetes and glycemic traits are not causal factors of delirium: A two-sample mendelian randomization analysis.,1,1.0,mentioned,0,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37790979,FinnGen,2023,Association between age at first birth and postpartum depression: A two-sample mendelian randomization analysis.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37952233,FinnGen,2024,Does gestational diabetes mellitus increase the risk of cardiovascular disease? A Mendelian randomization study.,1,1.0,low,1,ancestry|european ancestry|genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36928379,FinnGen,2023,Iron homeostasis governs erythroid phenotype in polycythemia vera.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37302263,FinnGen,2023,Causal association of rheumatoid arthritis with obstructive lung disease: Evidence from Mendelian randomization study.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38037013,FinnGen,2023,Causal effects of gut microbiome on endometriosis: a two-sample mendelian randomization study.,1,0.3333333333333333,mentioned,1,race,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37189174,FinnGen,2023,Serum vitamin D levels and Sjogren's syndrome: bi-directional Mendelian randomization analysis.,1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37426655,FinnGen,2023,The relationship between blood lipid and risk of psoriasis: univariable and multivariable Mendelian randomization analysis.,1,1.0,medium,1,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37501926,FinnGen,2023,The causal associations between growth factors and constipation: a two-sample Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37760983,FinnGen,2023,Evaluating the Causal Association between Inflammatory Bowel Disease and Risk of Atherosclerotic Cardiovascular Disease: Univariable and Multivariable Mendelian Randomization Study.,1,1.0,high,0,ancestry|european ancestry|gwas|confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37780623,FinnGen,2023,Assessment of common risk factors of diabetes and chronic kidney disease: a Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37287058,FinnGen,2023,"Lifestyle factors, metabolic factors and socioeconomic status for pelvic organ prolapse: a Mendelian randomization study.",1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,1,0.3333333333333333,mentioned,0,socioeconomic,0,0.0,none,0,
36873417,FinnGen,2023,"Causal relationship between atrial fibrillation and leukocyte telomere length: A two sample, bidirectional Mendelian randomization study.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,attrition,0,0.0,none,0,,0,0.0,none,0,
36989840,FinnGen,2023,Genome-wide association study of obstructive sleep apnoea in the Million Veteran Program uncovers genetic heterogeneity by sex.,1,1.0,medium,1,ancestry|genetic ancestry|ethnic|ethnicity|race|hispanic|gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
38145126,FinnGen,2023,A bidirectional Mendelian randomization study investigating the causal role between gut microbiota and insomnia.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36529488,FinnGen,2023,Mendelian Randomization Study Does Not Support a Bidirectional Link between Atherosclerosis and Venous Thromboembolism.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37886515,FinnGen,2023,Ensembled best subset selection using summary statistics for polygenic risk prediction.,1,0.3333333333333333,mentioned,0,stratification,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37503035,FinnGen,2023,Unraveling COVID-19 Relationship with Anxiety Disorders and Symptoms.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36677034,FinnGen,2023,Appraising the Effects of Metabolic Traits on the Risk of Glaucoma: A Mendelian Randomization Study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38099291,FinnGen,2023,Identification of heel bone mineral density as a risk factor of Alzheimer's disease by analyzing large-scale genome-wide association studies datasets.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36741373,FinnGen,2022,Impact of ankylosing spondylitis on stroke limited to specific subtypes: Evidence from Mendelian randomization study.,1,1.0,medium,0,ancestry|race|european ancestry|genetic association,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37424726,FinnGen,2023,Prioritization of nasal polyp-associated genes by integrating GWAS and eQTL summary data.,1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36865330,FinnGen,2023,Distinct and shared genetic architectures of Gestational diabetes mellitus and Type 2 Diabetes Mellitus.,1,0.3333333333333333,medium,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37671135,FinnGen,2023,Transient ischemic attack and coronary artery disease: a two-sample Mendelian randomization analysis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36928028,FinnGen,2023,"Potential causal association between leisure sedentary behaviors, physical activity and musculoskeletal health: A Mendelian randomization study.",1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36904153,FinnGen,2023,Association between Dietary Habits and Pancreatitis among Individuals of European Ancestry: A Two-Sample Mendelian Randomization Study.,1,1.0,low,1,ancestry|european ancestry|gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36922970,FinnGen,2023,Roles of gut microbiome in epilepsy risk: A Mendelian randomization study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37754355,FinnGen,2023,Causal Effects of Gut Microbiota on Sleep-Related Phenotypes: A Two-Sample Mendelian Randomization Study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36869294,FinnGen,2023,Processing genome-wide association studies within a repository of heterogeneous genomic datasets.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37637178,FinnGen,2023,No genetic causal association between dental caries and Alzheimer's disease: a bidirectional two-sample Mendelian randomization analysis.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36184738,FinnGen,2023,Age at Menarche Mediating Visceral Adipose Tissue's Influence on Pre-eclampsia: A Mendelian Randomization Study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
37869000,FinnGen,2023,Genome-wide Mendelian randomization identifies putatively causal gut microbiota for multiple peptic ulcer diseases.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38116129,FinnGen,2023,Genetically Determined Metabolites in Graves Disease: Insight From a Mendelian Randomization Study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38029137,FinnGen,2023,Genetic causal relationship between gut microbiome and psoriatic arthritis: a bidirectional two-sample Mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
38188880,FinnGen,2023,Genetically predicted basal metabolic rate and venous thromboembolism risk: a Mendelian randomization study.,1,0.3333333333333333,mentioned,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37304287,FinnGen,2023,Bidirectional two-sample Mendelian randomization analysis reveals a causal effect of interleukin-18 levels on postherpetic neuralgia risk.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36860687,FinnGen,2023,"Processed meat, red meat, white meat, and digestive tract cancers: A two-sample Mendelian randomization study.",1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
